codigo_ocorrencia;ocorrencia_classificacao;ocorrencia_tipo;ocorrencia_tipo_categoria;ocorrencia_cidade;ocorrencia_uf;ocorrencia_pais;investigacao_status
201304208923917;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;JAÍBA;MG;BRASIL;FINALIZADA
201106023303813;ACIDENTE;PANE SECA;COMBUSTÍVEL;JANAÚBA;MG;BRASIL;FINALIZADA
201608121234167;INCIDENTE GRAVE;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA;JANUÁRIA;MG;BRASIL;ATIVA
201410099662668;ACIDENTE;PANE SECA;COMBUSTÍVEL;PARAGUAÇU PAULISTA;SP;BRASIL;FINALIZADA
201803051303032;INCIDENTE GRAVE;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;PARAGUAÇU PAULISTA;SP;BRASIL;FINALIZADA
201811271350481;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;JEQUITAÍ;MG;BRASIL;ATIVA
201403049965544;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;JOÃO MONLEVADE;MG;BRASIL;FINALIZADA
201604201712314;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;JOÃO PINHEIRO;MG;BRASIL;FINALIZADA
201307135857231;ACIDENTE;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;PAULÍNIA;SP;BRASIL;FINALIZADA
201410109956589;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;JUATUBA;MG;BRASIL;FINALIZADA
201410178406775;ACIDENTE;OUTROS;OUTROS;JUATUBA;MG;BRASIL;FINALIZADA
200910203219558;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;JUIZ DE FORA;MG;BRASIL;FINALIZADA
201801221044569;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;JUIZ DE FORA;MG;BRASIL;ATIVA
201207286338230;ACIDENTE;VOO CONTROLADO CONTRA O TERRENO;VOO CONTROLADO CONTRA O TERRENO;JUIZ DE FORA;MG;BRASIL;FINALIZADA
200901035320123;INCIDENTE;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO;JUIZ DE FORA;MG;BRASIL;FINALIZADA
201008109514252;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;JUIZ DE FORA;MG;BRASIL;FINALIZADA
200906024426178;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;JUIZ DE FORA;MG;BRASIL;FINALIZADA
200905198575020;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;JUIZ DE FORA;MG;BRASIL;FINALIZADA
201008152345618;INCIDENTE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;JUIZ DE FORA;MG;BRASIL;FINALIZADA
201307273853647;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;JUIZ DE FORA;MG;BRASIL;FINALIZADA
201212129926145;INCIDENTE GRAVE;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA;JUIZ DE FORA;MG;BRASIL;FINALIZADA
201711031939492;INCIDENTE GRAVE;POUSO LONGO;EXCURSÃO DE PISTA;JUIZ DE FORA;MG;BRASIL;ATIVA
200907011127334;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;JUIZ DE FORA;MG;BRASIL;FINALIZADA
201002223609582;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;JUIZ DE FORA;MG;BRASIL;FINALIZADA
200910123334798;INCIDENTE;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO;JUIZ DE FORA;MG;BRASIL;FINALIZADA
201304307217662;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;JUIZ DE FORA;MG;BRASIL;FINALIZADA
201607081723351;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;JUIZ DE FORA;MG;BRASIL;FINALIZADA
201805221725053;INCIDENTE GRAVE;EXCURSÃO DE PISTA;EXCURSÃO DE PISTA;JUIZ DE FORA;MG;BRASIL;ATIVA
200904214523332;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;JUIZ DE FORA;MG;BRASIL;ATIVA
201005142767733;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;JUIZ DE FORA;MG;BRASIL;FINALIZADA
201003301055955;INCIDENTE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;PENÁPOLIS;SP;BRASIL;FINALIZADA
201306256747150;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PENÁPOLIS;SP;BRASIL;FINALIZADA
201303316793629;ACIDENTE;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO;PEREIRA BARRETO;SP;BRASIL;FINALIZADA
201401034997551;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;LAGOA FORMOSA;MG;BRASIL;ATIVA
201901311131032;ACIDENTE;COMBUSTÍVEL;COMBUSTÍVEL;PERUÍBE;SP;BRASIL;ATIVA
201202172768830;INCIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;PERUÍBE;SP;BRASIL;FINALIZADA
201012118380616;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;PIACATU;SP;BRASIL;FINALIZADA
201504228349086;ACIDENTE;INDETERMINADO;INDETERMINADO;PINDORAMA;SP;BRASIL;FINALIZADA
201311042233762;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;LAVRAS;MG;BRASIL;FINALIZADA
200911228309960;ACIDENTE;PANE SECA;COMBUSTÍVEL;PINHALZINHO;SP;BRASIL;FINALIZADA
201110251699772;INCIDENTE;PERDA DE COMPONENTE EM VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PIQUETE;SP;BRASIL;FINALIZADA
201805031141225;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;LIMA DUARTE;MG;BRASIL;FINALIZADA
201804241834483;INCIDENTE;COLISÃO COM OBSTÁCULOS NO SOLO;COLISÃO NO SOLO;LIMEIRA DO OESTE;MG;BRASIL;FINALIZADA
201712041350463;ACIDENTE;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA;PIRACICABA;SP;BRASIL;FINALIZADA
201110115651632;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;PIRACICABA;SP;BRASIL;FINALIZADA
201009105592584;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;PIRACICABA;SP;BRASIL;FINALIZADA
200908166915988;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;PIRACICABA;SP;BRASIL;FINALIZADA
200911181237691;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;PIRACICABA;SP;BRASIL;FINALIZADA
201603301711536;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;PIRACICABA;SP;BRASIL;FINALIZADA
201207287246109;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;PIRACICABA;SP;BRASIL;FINALIZADA
201901221138006;ACIDENTE;COM HÉLICE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PIRACICABA;SP;BRASIL;ATIVA
201105164184792;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;PIRACICABA;SP;BRASIL;FINALIZADA
201111266952429;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;PIRACICABA;SP;BRASIL;FINALIZADA
201110235523452;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PIRACICABA;SP;BRASIL;FINALIZADA
201506178088622;ACIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;PIRACICABA;SP;BRASIL;FINALIZADA
201106142171203;ACIDENTE;INDETERMINADO;INDETERMINADO;PIRACICABA;SP;BRASIL;FINALIZADA
201202065309736;INCIDENTE;COM ROTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PIRACICABA;SP;BRASIL;FINALIZADA
201401263709078;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;PIRACICABA;SP;BRASIL;FINALIZADA
201608011318453;ACIDENTE;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA;PIRACICABA;SP;BRASIL;FINALIZADA
201301189087028;ACIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;PIRACICABA;SP;BRASIL;ATIVA
201606301659061;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;PIRACICABA;SP;BRASIL;ATIVA
200904281664621;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PIRACICABA;SP;BRASIL;FINALIZADA
201408279249827;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PIRAJUÍ;SP;BRASIL;FINALIZADA
201302168709490;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PIRASSUNUNGA;SP;BRASIL;FINALIZADA
200911072966363;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;PIRASSUNUNGA;SP;BRASIL;FINALIZADA
201307063343208;INCIDENTE;OUTROS;OUTROS;PIRASSUNUNGA;SP;BRASIL;FINALIZADA
201004155173399;INCIDENTE GRAVE;FOGO NO SOLO;FOGO/FUMAÇA (SEM IMPACTO);PIRASSUNUNGA;SP;BRASIL;ATIVA
200905252360628;ACIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;PIRASSUNUNGA;SP;BRASIL;FINALIZADA
201110079463388;ACIDENTE;POUSO LONGO;EXCURSÃO DE PISTA;MANHUAÇU;MG;BRASIL;FINALIZADA
201807261416534;INCIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;PORTO FELIZ;SP;BRASIL;FINALIZADA
201302065944535;ACIDENTE;INDETERMINADO;INDETERMINADO;PORTO FELIZ;SP;BRASIL;ATIVA
201403269065228;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;POTIRENDABA;SP;BRASIL;FINALIZADA
201303029001085;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PRADÓPOLIS;SP;BRASIL;ATIVA
200912231339375;ACIDENTE;COM COMANDOS DE VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PRAIA GRANDE;SP;BRASIL;FINALIZADA
201306072780079;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PRESIDENTE BERNARDES;SP;BRASIL;FINALIZADA
201304271044883;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;PRESIDENTE PRUDENTE;SP;BRASIL;FINALIZADA
201301127878080;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PRESIDENTE PRUDENTE;SP;BRASIL;FINALIZADA
201312184837931;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PRESIDENTE PRUDENTE;SP;BRASIL;FINALIZADA
201708291503087;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PRESIDENTE PRUDENTE;SP;BRASIL;FINALIZADA
201209088457178;INCIDENTE;OUTROS;OUTROS;PRESIDENTE PRUDENTE;SP;BRASIL;FINALIZADA
200904085622213;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PRESIDENTE PRUDENTE;SP;BRASIL;FINALIZADA
201304255617915;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;PRESIDENTE PRUDENTE;SP;BRASIL;FINALIZADA
201306015967763;ACIDENTE;COM HÉLICE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PRESIDENTE VENCESLAU;SP;BRASIL;FINALIZADA
201802281844154;ACIDENTE;OPERAÇÃO A BAIXA ALTITUDE;OPERAÇÃO A BAIXA ALTITUDE;PROMISSÃO;SP;BRASIL;ATIVA
201310148241630;ACIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;PROMISSÃO;SP;BRASIL;FINALIZADA
201803051843352;ACIDENTE;POUSO LONGO;EXCURSÃO DE PISTA;QUADRA;SP;BRASIL;FINALIZADA
200907193657556;INCIDENTE GRAVE;PERDA DE COMPONENTE EM VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MINAS NOVAS;MG;BRASIL;ATIVA
200906083087958;INCIDENTE;PERDA DE COMPONENTE EM VOO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;QUEIROZ;SP;BRASIL;FINALIZADA
200901218984702;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;MONTE CARMELO;MG;BRASIL;FINALIZADA
201211093910232;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;MONTES CLAROS;MG;BRASIL;FINALIZADA
201709021831528;INCIDENTE GRAVE;PANE SECA;COMBUSTÍVEL;MONTES CLAROS;MG;BRASIL;ATIVA
201305299042456;INCIDENTE;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA;MONTES CLAROS;MG;BRASIL;FINALIZADA
201807052156356;INCIDENTE GRAVE;POUSO SEM TREM;CONTATO ANORMAL COM A PISTA;MONTES CLAROS;MG;BRASIL;FINALIZADA
201712181113568;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MONTES CLAROS;MG;BRASIL;FINALIZADA
201810181229598;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;MONTES CLAROS;MG;BRASIL;FINALIZADA
201712181125537;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MONTES CLAROS;MG;BRASIL;FINALIZADA
201803161337187;ACIDENTE;PANE SECA;COMBUSTÍVEL;MONTES CLAROS;MG;BRASIL;ATIVA
201107235955937;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;MONTES CLAROS;MG;BRASIL;FINALIZADA
201003174937507;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;MONTES CLAROS;MG;BRASIL;FINALIZADA
201010221629833;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;MONTES CLAROS;MG;BRASIL;FINALIZADA
201301081349066;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;MONTES CLAROS;MG;BRASIL;FINALIZADA
201103156413318;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201110037441909;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201104182247669;INCIDENTE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201602031504135;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201903071721262;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201411042016119;INCIDENTE;COLISÃO DE VEÍCULO COM AERONAVE;COLISÃO NO SOLO;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201410038639094;INCIDENTE;OUTROS;OUTROS;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201302263437634;INCIDENTE;POUSO BRUSCO;CONTATO ANORMAL COM A PISTA;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201201251136274;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
200902043696151;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201510011632027;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201301036753311;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201203113784921;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201105156691874;INCIDENTE;POUSO EM LOCAL NÃO PREVISTO;OUTROS;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201310115908295;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201108093855916;INCIDENTE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
200908237759127;INCIDENTE;SUPERAQUECIMENTO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201303189886196;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201409019222237;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201603291456384;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201510243722959;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201212219893483;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201811221118408;INCIDENTE;F.O.D.;OUTROS;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201102282751380;INCIDENTE;OUTROS;OUTROS;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201610251622473;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201302266229054;INCIDENTE;CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO;OUTROS;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201103032532751;INCIDENTE;OUTROS;OUTROS;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201403095483047;INCIDENTE;OUTROS;OUTROS;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201408111605572;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201511278164314;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201312186748715;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201205187887909;INCIDENTE;FOGO EM VOO;FOGO/FUMAÇA (SEM IMPACTO);RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201105162458594;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201308161359709;INCIDENTE;TRÁFEGO AÉREO;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201408243581230;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201101012554670;INCIDENTE GRAVE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;RIBEIRÃO PRETO;SP;BRASIL;ATIVA
201508187737818;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201010146380730;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201103302812748;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201308187744878;INCIDENTE GRAVE;COM TREM DE POUSO;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201701171325056;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201101215867503;INCIDENTE;COM PARA-BRISAS / JANELA / PORTA;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201507079639200;INCIDENTE GRAVE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201412297419830;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201006279676118;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
200906038262905;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201407054496919;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201403232046859;ACIDENTE;PERDA DE CONTROLE EM VOO;PERDA DE CONTROLE EM VOO;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201302219748292;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE ;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201512225051368;INCIDENTE;VAZAMENTO DE OUTROS FLUIDOS;OUTROS;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201303258684285;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201203263952416;INCIDENTE;PERDA DE CONTROLE NO SOLO;PERDA DE CONTROLE NO SOLO;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201303253184925;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201103022097857;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201401175065052;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201203102252921;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201511251250188;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201901101508241;INCIDENTE;FALHA OU MAU FUNCIONAMENTO DO MOTOR;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201703141407057;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201903061701245;INCIDENTE;FALHA DO MOTOR EM VOO;FALHA OU MAU FUNCIONAMENTO DO MOTOR;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201104146688582;INCIDENTE;ESTOURO DE PNEU;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201408117550650;INCIDENTE;OUTROS;OUTROS;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
201102274122387;INCIDENTE;COLISÃO COM AVE;COLISÃO COM AVE;RIBEIRÃO PRETO;SP;BRASIL;FINALIZADA
